"SourceId","Document","ParagraphId","Mention"
"SD-018-SALESDEC","Sales Decision Intelligence. Draft 18.docx","P0599","AGENT 4 — REPORTING & VISUALIZATION AGENT"
"SD-018-SALESDEC","Sales Decision Intelligence. Draft 18.docx","P0630","AGENT 5 — PRIVACY & TRUST GOVERNANCE AGENT"
"SD-053-SALESFLY","Sales Flywheel vs Funnel. Draft 53.docx","P0121","AGENT 1 — TRAFFIC ACQUISITION ENGINE"
"SD-053-SALESFLY","Sales Flywheel vs Funnel. Draft 53.docx","P0177","AGENT 2 — SALES CONVERSION ENGINE"
"SD-053-SALESFLY","Sales Flywheel vs Funnel. Draft 53.docx","P0235","AGENT 3 — CUSTOMER SUCCESS ENGINE"
"SD-012-SALESFUN","Sales Funnel Type. Draft 12.docx","P0298","AGENT 1 — REVENUE STRATEGY AUTHORITY"
"SD-012-SALESFUN","Sales Funnel Type. Draft 12.docx","P0356","AGENT 2 — DEMAND GENERATION SYSTEM"
"SD-012-SALESFUN","Sales Funnel Type. Draft 12.docx","P0402","AGENT 3 — SALES ACQUISITION SYSTEM"
"SD-012-SALESFUN","Sales Funnel Type. Draft 12.docx","P0469","AGENT 4 — REVENUE OPERATIONS (REVOPS)"
"SD-012-SALESFUN","Sales Funnel Type. Draft 12.docx","P0513","AGENT 5 — CUSTOMER EXPANSION SYSTEM"
"SD-012-SALESFUN","Sales Funnel Type. Draft 12.docx","P0534","AGENT 6 — MULTIPLICATION SYSTEM"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0080","1. Intelligence Agent"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0083","2. Prospecting Agent"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0085","3. Outreach Agent"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0089","5. Solution Architect Agent"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0091","6. Objection/Risk Agent"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0093","7. Closing Agent"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0095","8. Account Growth Agent"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0311","A. MARKET INTELLIGENCE AGENT"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0359","B. PROSPECTING AGENT"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0393","C. OUTREACH AGENT"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0428","D. DISCOVERY AGENT"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0463","E. TRUST AGENT"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0485","F. OFFER ARCHITECT AGENT"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0509","G. OBJECTION AGENT"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","P0529","H. CLOSING AGENT"
"SD-061-SALESINT","Sales Intelligence Architecture. Draft 61.docx","P0645","AGENT: Revenue Architect"
"SD-061-SALESINT","Sales Intelligence Architecture. Draft 61.docx","P0758","AGENT: Buyer Psychology Architect"
"SD-061-SALESINT","Sales Intelligence Architecture. Draft 61.docx","P0825","AGENT: Pipeline Orchestrator"
"SD-061-SALESINT","Sales Intelligence Architecture. Draft 61.docx","P0859","AGENT: Outreach Systems Operator"
"SD-061-SALESINT","Sales Intelligence Architecture. Draft 61.docx","P0897","AGENT: Claude Revenue Coworker System"
"SD-059-SALESLAU","Sales Launch Mechanism. Draft 59.docx","P0120","AGENT 1 — MARKET PSYCHOLOGY ENGINE"
"SD-059-SALESLAU","Sales Launch Mechanism. Draft 59.docx","P0200","AGENT 2 — ATTENTION ACQUISITION ENGINE"
"SD-059-SALESLAU","Sales Launch Mechanism. Draft 59.docx","P0244","AGENT 3 — OFFER POSITIONING SYSTEM"
"SD-059-SALESLAU","Sales Launch Mechanism. Draft 59.docx","P0280","AGENT 4 — CONVERSION EXECUTION ENGINE"
"SD-059-SALESLAU","Sales Launch Mechanism. Draft 59.docx","P0308","AGENT 5 — MOMENTUM AMPLIFICATION ENGINE"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0407","AGENT 1 — Revenue Architecture Authority"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0436","1A — Offer Structuring Architect"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0469","1B — Commercial Risk Engineer"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0493","AGENT 2 — Sales Execution Authority"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0555","AGENT 3 — Legal Infrastructure Authority"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0567","3A — Contract Systems Architect"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0602","AGENT 4 — Financial Enforcement Authority"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0629","AGENT 5 — Workflow & Systems Orchestration Authority"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0635","5A — CLM Systems Operator"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","P0642","5B — Automation Orchestrator"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0141","1. Lead Intelligence Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0144","2. Outreach Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0147","3. Conversation Analyst Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0150","4. Pipeline Analyst Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0153","5. Follow-up Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0403","B. Narrative Positioning Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0420","C. Outreach Execution Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0438","3. Conversion Orchestration Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0444","A. Discovery Intelligence Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0458","B. Objection Intelligence Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0472","C. Closing Architecture Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0492","A. Onboarding Systems Agent"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","P0501","B. Success Monitoring Agent"
"SD-028-SALESMEC","Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","P0341","AGENT 1 — REVENUE STRATEGY ENGINE"
"SD-028-SALESMEC","Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","P0390","AGENT 2 — PIPELINE ENGINE"
"SD-028-SALESMEC","Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","P0429","AGENT 3 — EXECUTION ORCHESTRATION ENGINE"
"SD-028-SALESMEC","Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","P0451","AGENT 4 — REVENUE INTELLIGENCE ENGINE"
"SD-028-SALESMEC","Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","P0475","AGENT 5 — HUMAN PERFORMANCE ENGINE"
"SD-028-SALESMEC","Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","P0497","AGENT 6 — GOVERNANCE & CONTROL ENGINE"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0153","Agent:"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0174","Agent:"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0195","Agent:"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0214","Agent:"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0234","Agent:"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0251","Agent:"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0436","A. Market Intelligence Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0457","B. Offer Architecture Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0474","C. Positioning Warfare Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0495","A. Outbound Acquisition Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0510","B. Content Dominance Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0525","C. Paid Distribution Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0571","C. Objection Intelligence Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0613","A. CRM Intelligence Subagent"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","P0630","B. Automation Architecture Subagent"
"SD-055-SALESOPE","Sales Operating System Overview. Draft 55.docx","P0215","AGENT 1 — THE STRATEGIC COMMAND LAYER"
"SD-055-SALESOPE","Sales Operating System Overview. Draft 55.docx","P0296","AGENT 2 — ATTENTION ACQUISITION ENGINE"
"SD-055-SALESOPE","Sales Operating System Overview. Draft 55.docx","P0350","AGENT 3 — CONVERSATION CONVERSION ENGINE"
"SD-055-SALESOPE","Sales Operating System Overview. Draft 55.docx","P0393","AGENT 4 — EXECUTION OPERATING SYSTEM"
"SD-055-SALESOPE","Sales Operating System Overview. Draft 55.docx","P0433","AGENT 5 — AI AUGMENTATION LAYER"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0167","AGENT 1 — MARKET INTELLIGENCE ENGINE"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0198","1A — ICP Architect"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0212","1B — Signal Intelligence Analyst"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0219","1C — Competitive Intelligence Operator"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0227","AGENT 2 — DEMAND GENERATION ENGINE"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0243","2A — Outbound Systems Operator"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0256","2B — Content Positioning Strategist"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0263","2C — Funnel Architect"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0270","AGENT 3 — CONVERSION ENGINE"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0282","3A — Discovery Intelligence Specialist"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0296","3B — Objection Resolution Operator"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0308","3C — Negotiation Strategist"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0319","AGENT 4 — CUSTOMER EXPANSION ENGINE"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0332","AGENT 5 — REVENUE OPERATIONS ENGINE (REVOPS)"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","P0348","AGENT 6 — AI ORCHESTRATION ENGINE"
"SD-057-SALESPLA","Sales Playbooks and Cycles. Draft 57.docx","P0299","AGENT 1 — REVENUE STRATEGY ENGINE"
"SD-057-SALESPLA","Sales Playbooks and Cycles. Draft 57.docx","P0398","AGENT 2 — BUYER STATE DETECTION ENGINE"
"SD-057-SALESPLA","Sales Playbooks and Cycles. Draft 57.docx","P0427","AGENT 3 — DYNAMIC PLAYBOOK ORCHESTRATION ENGINE"
"SD-057-SALESPLA","Sales Playbooks and Cycles. Draft 57.docx","P0451","AGENT 4 — RELATIONSHIP CAPITAL ENGINE"
"SD-045-SALESPRO","Sales Problem Solving. Draft 45.docx","P0184","AGENT: REVENUE LEADERSHIP"
"SD-045-SALESPRO","Sales Problem Solving. Draft 45.docx","P0223","AGENT: SALES STRATEGY"
"SD-045-SALESPRO","Sales Problem Solving. Draft 45.docx","P0256","AGENT: SALES OPERATIONS"
"SD-045-SALESPRO","Sales Problem Solving. Draft 45.docx","P0283","AGENT: PROSPECTING SYSTEMS"
"SD-045-SALESPRO","Sales Problem Solving. Draft 45.docx","P0309","AGENT: SALES REPRESENTATIVES"
"SD-045-SALESPRO","Sales Problem Solving. Draft 45.docx","P0335","AGENT: ACCOUNT MANAGEMENT"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0261","Agent:"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0392","AGENT 1 — SALES ORCHESTRATION ENGINE"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0470","AGENT 2 — REVENUE OPERATIONS (REVOPS)"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0483","2A — CRM Architect"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0493","2B — Revenue Intelligence Analyst"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0503","AGENT 3 — FINANCE & MONETIZATION ENGINE"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0527","AGENT 4 — LEGAL & COMPLIANCE SYSTEM"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0540","AGENT 5 — PROCUREMENT SYSTEM (BUYER SIDE)"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0559","AGENT 6 — CUSTOMER SUCCESS & DELIVERY"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0565","6A — Onboarding Manager"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","P0570","6B — Renewal Strategist"
"SD-046-SALESPRO","Sales Project ToC Creation. Draft 46.docx","P0275","AGENT 1 — EXECUTIVE INTELLIGENCE LAYER"
"SD-046-SALESPRO","Sales Project ToC Creation. Draft 46.docx","P0320","AGENT 2 — MARKET INTELLIGENCE LAYER"
"SD-046-SALESPRO","Sales Project ToC Creation. Draft 46.docx","P0354","AGENT 3 — SALES OPERATIONS LAYER"
"SD-046-SALESPRO","Sales Project ToC Creation. Draft 46.docx","P0382","AGENT 4 — REVENUE EXECUTION LAYER"
"SD-046-SALESPRO","Sales Project ToC Creation. Draft 46.docx","P0407","AGENT 5 — AI AGENTIC LAYER"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0403","AGENT 1 — MARKET INTELLIGENCE AGENT"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0473","AGENT 2 — PSYCHOGRAPHIC EXTRACTION AGENT"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0519","AGENT 3 — OFFER ARCHITECT AGENT"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0577","AGENT 4 — PRICING INTELLIGENCE AGENT"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0602","AGENT 5 — SALES EXECUTION AGENT"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0640","AGENT 6 — REVENUE EXPANSION AGENT"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0661","AGENT 7 — OPTIMIZATION & LEARNING AGENT"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","P0678","AGENT 8 — AUTOMATION & ORCHESTRATION AGENT"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0191","2. Market Intelligence Agent"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0195","3. Lead Generation Agent"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0204","6. Account Growth Agent"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0208","7. Data Intelligence Agent"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0211","8. Decision Engine Agent"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0215","9. Automation Agent"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0218","10. QA / Optimization Agent"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0418","AGENT 1 — REVENUE ARCHITECT"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0469","AGENT 2 — MARKET INTELLIGENCE AGENT"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0507","AGENT 3 — LEAD GENERATION ENGINE"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0539","AGENT 4 — MUTUAL DISCOVERY ENGINE"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0572","AGENT 5 — DECISION ENGINE"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0593","AGENT 6 — CLOSING ENGINE"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","P0611","AGENT 7 — EXPANSION & RETENTION ENGINE"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0396","AGENT 1 — REVENUE STRATEGY COMMAND"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0458","AGENT 2 — ATTENTION ACQUISITION ENGINE"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0501","AGENT 3 — LEAD INTELLIGENCE & QUALIFICATION SYSTEM"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0533","AGENT 4 — SALES CONVERSION ENGINE"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0568","AGENT 5 — DELIVERY & RETENTION INFRASTRUCTURE"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0597","AGENT 6 — REVENUE OPERATIONS (REVOPS)"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0630","AGENT 7 — AI ORCHESTRATION LAYER"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0655","1. Planning Agent"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0657","2. Tool-Use Agent"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","P0663","3. Reflection Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0420","AGENT 1 — MARKET INTELLIGENCE ENGINE"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0476","AGENT 2 — OFFER ARCHITECTURE ENGINE"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0520","AGENT 3 — ATTENTION ACQUISITION SYSTEM"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0531","A. Content Intelligence Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0545","B. Audience Navigation Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0554","C. Outreach Orchestration Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0562","AGENT 4 — LEAD QUALIFICATION ENGINE"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0580","B. Authority Detection Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0587","C. Objection Intelligence Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0595","AGENT 5 — CONVERSION ENGINE"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0613","B. Narrative Framing Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0622","C. Commitment Transition Agent"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0628","AGENT 6 — RETENTION & EXPANSION ENGINE"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","P0635","A. Success Assurance Agent"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0400","AGENT 1 — REVENUE STRATEGY ARCHITECT"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0465","AGENT 2 — MARKET INTELLIGENCE ENGINE"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0503","AGENT 3 — DEMAND GENERATION ENGINE"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0533","AGENT 4 — SALES EXECUTION ENGINE"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0563","AGENT 5 — SALES OPERATIONS CONTROL CENTER"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0668","1. Planning Agent"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0670","2. Tool Use Agent"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","P0676","3. Reflection Agent"
"SD-048-SALESSYS","Sales System Execution Prompt. Draft 48.docx","P0127","AGENT 1 — CLIENT DISCOVERY INTELLIGENCE AGENT"
"SD-048-SALESSYS","Sales System Execution Prompt. Draft 48.docx","P0183","AGENT 2 — MARKET INTELLIGENCE AGENT"
"SD-048-SALESSYS","Sales System Execution Prompt. Draft 48.docx","P0211","AGENT 3 — SALES SYSTEM ARCHITECTURE AGENT"
"SD-048-SALESSYS","Sales System Execution Prompt. Draft 48.docx","P0248","AGENT 4 — REVENUE EXECUTION AGENT"
"SD-048-SALESSYS","Sales System Execution Prompt. Draft 48.docx","P0285","AGENT 5 — FEEDBACK & LEARNING AGENT"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0366","AGENT 1 — EXECUTIVE REVENUE COMMAND"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0416","1B — Revenue Intelligence Director"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0426","1C — Incentive Systems Architect"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0462","AGENT 2 — DEMAND GENERATION SYSTEM"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0475","2A — Market Intelligence Analyst"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0487","2B — Narrative Architect"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0498","2C — Paid Acquisition Operator"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0521","AGENT 3 — PIPELINE CONVERSION SYSTEM"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0535","3B — Sales Conversation Architect"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0542","3C — Pipeline Orchestration Manager"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0549","AGENT 4 — REVENUE CAPTURE SYSTEM"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0562","4B — Offer Architect"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0571","4C — Negotiation Strategist"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0578","AGENT 5 — CUSTOMER EXPANSION SYSTEM"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0587","5A — Customer Success Architect"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0590","5B — Expansion Strategist"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0600","AGENT 6 — REVENUE OPERATIONS INTELLIGENCE"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0605","6A — CRM Systems Architect"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","P0617","6C — Automation Engineer"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","P0375","AGENT 1 — REVENUE STRATEGIST"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","P0421","AGENT 2 — SALES EXECUTION ENGINE"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","P0442","B. Qualification Intelligence Agent"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","P0454","D. Pipeline Optimization Agent"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","P0459","AGENT 3 — OPERATIONAL DELIVERY INFRASTRUCTURE"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","P0486","AGENT 4 — INTELLIGENCE & DIAGNOSTICS LAYER"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","P0519","AGENT 5 — EXECUTIVE CONTROL LAYER"
"SD-015-SALESSYT","Sales Sytem Success 99.9%. Draft 15.docx","P0405","AGENT 1 — STRATEGIC COMMAND LAYER"
"SD-015-SALESSYT","Sales Sytem Success 99.9%. Draft 15.docx","P0463","AGENT 2 — EXECUTION CONTROL LAYER"
"SD-015-SALESSYT","Sales Sytem Success 99.9%. Draft 15.docx","P0514","AGENT 3 — OPERATIONAL INFRASTRUCTURE LAYER"
"SD-015-SALESSYT","Sales Sytem Success 99.9%. Draft 15.docx","P0557","AGENT 4 — PSYCHOLOGICAL INFLUENCE LAYER"
"SD-011-SALESTRA","Sales Tracking and Organization. Draft 11.docx","P0393","AGENT 1 — REVENUE ORCHESTRATION ENGINE"
"SD-011-SALESTRA","Sales Tracking and Organization. Draft 11.docx","P0463","AGENT 2 — SALES EXECUTION ENGINE"
"SD-011-SALESTRA","Sales Tracking and Organization. Draft 11.docx","P0516","AGENT 3 — AI COMMERCIAL INTELLIGENCE SYSTEM"
"SD-017-SCALABLE","Scalable Sales Operating System. Draft 17.docx","P0435","1. Revenue Sovereign Agent"
"SD-017-SCALABLE","Scalable Sales Operating System. Draft 17.docx","P0497","2. Market Intelligence Agent"
"SD-020-SYSTEMBL","System Blueprint Aglinment. Draft 20.docx","P0748","AGENT 1 — REVENUE ARCHITECT"
"SD-020-SYSTEMBL","System Blueprint Aglinment. Draft 20.docx","P0853","AGENT 2 — SALES DEVELOPMENT SYSTEM"
"SD-020-SYSTEMBL","System Blueprint Aglinment. Draft 20.docx","P0910","AGENT 3 — ACCOUNT EXECUTIVE SYSTEM"
"SD-020-SYSTEMBL","System Blueprint Aglinment. Draft 20.docx","P0958","AGENT 4 — CUSTOMER SUCCESS SYSTEM"
"SD-047-SYSTEMPR","System Prompt Architecture. Draft 47.docx","P0247","A. Planner Agent"
"SD-047-SYSTEMPR","System Prompt Architecture. Draft 47.docx","P0252","B. Tool Agent"
"SD-047-SYSTEMPR","System Prompt Architecture. Draft 47.docx","P0258","C. Reflection Agent"
"SD-047-SYSTEMPR","System Prompt Architecture. Draft 47.docx","P0264","D. Synthesis Agent"
"SD-047-SYSTEMPR","System Prompt Architecture. Draft 47.docx","P0269","E. Governance Agent"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0514","AGENT 1 — STRATEGIC REVENUE ARCHITECT"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0540","1A — Market Intelligence Director"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0575","1B — Offer Architect"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0596","AGENT 2 — REVENUE EXECUTION COMMANDER"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0607","2A — SDR Intelligence Operator"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0639","2B — Closer / Decision Conversion Specialist"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0661","AGENT 3 — CONTENT & NARRATIVE OPERATIONS"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","P0691","AGENT 4 — SALES OPERATIONS INTELLIGENCE"
