Workspace,Domain,Document Name,Relative Path,Extension,Word Count,Layer Assignment,Purpose,Strategic Function,Automation Potential,Risk Factors
Branding Drafts,Branding,memory_event.schema.json,Branding Drafts\bois\schemas\memory_event.schema.json,.json,54,"Branding + Automation, Client","Contributes reusable Branding knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,retrieval_bundle.schema.json,Branding Drafts\bois\schemas\retrieval_bundle.schema.json,.json,81,Branding + Automation,"Preserves reusable Branding source intelligence, runtime support, or technical implementation detail.",Reference / source asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,client_object.template.json,Branding Drafts\bois\templates\client_object.template.json,.json,47,"Branding + Automation, Sector, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Intelligence asset; Governance / risk control; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,dynamic_brand_context.template.json,Branding Drafts\bois\templates\dynamic_brand_context.template.json,.json,29,Branding + Automation,"Contributes reusable Branding knowledge, context, or operating doctrine.",Intelligence asset; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,README.md,Branding Drafts\bois\ui\README.md,.md,79,"Branding + Automation, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Intelligence asset; Governance / risk control; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,VALIDATION_GATES.md,Branding Drafts\bois\validation\VALIDATION_GATES.md,.md,81,"Branding + Automation, Management","Contributes reusable Branding knowledge, context, or operating doctrine.",Intelligence asset; Governance / risk control; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,README.md,Branding Drafts\bois\vector_memory\README.md,.md,107,Branding + Automation,"Contributes reusable Branding knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Financial control; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,EXECUTION_FLOW.md,Branding Drafts\bois\workflows\EXECUTION_FLOW.md,.md,146,"Branding + Automation, Marketing, Sector",Turns Branding intelligence into repeatable operating steps.,Execution workflow; Intelligence asset; Governance / risk control; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Brand Architure Types. Draft 2.docx,Branding Drafts\Brand Architure Types. Draft 2.docx,.docx,1485,"Branding + Management, Offer, Marketing","Positions Branding components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Brand Distribution System. Draft 25.docx,Branding Drafts\Brand Distribution System. Draft 25.docx,.docx,663,"Branding + Operations, Marketing, Automation","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Brand Governance Structure. Draft 9.docx,Branding Drafts\Brand Governance Structure. Draft 9.docx,.docx,1461,"Branding + Management, Automation, Marketing","Creates control rules that protect Branding execution from trust, legal, and operational risk.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Brand Intelligence System. Draft 14.docx,Branding Drafts\Brand Intelligence System. Draft 14.docx,.docx,1388,"Branding + Management, Client, Sector","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Brand Revenue OS Design. Draft 38.docx,Branding Drafts\Brand Revenue OS Design. Draft 38.docx,.docx,1885,"Branding + Marketing, Offer, Client","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding . Draft 1.docx,Branding Drafts\Branding . Draft 1.docx,.docx,1266,"Branding + Marketing, Sector, Management","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding and Client Sync. Draft 17.docx,Branding Drafts\Branding and Client Sync. Draft 17.docx,.docx,592,"Branding + Client, Sector, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding and Marketing Sync. Draft 16.docx,Branding Drafts\Branding and Marketing Sync. Draft 16.docx,.docx,1277,"Branding + Marketing, Sector, Automation","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding and Sales Sync. Draft 15.docx,Branding Drafts\Branding and Sales Sync. Draft 15.docx,.docx,579,"Branding + Sales, Client, Offer","Contributes reusable Branding knowledge, context, or operating doctrine.",Intelligence asset; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Calendar System. Draft 13.docx,Branding Drafts\Branding Calendar System. Draft 13.docx,.docx,922,"Branding + Marketing, Automation, Operations","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Genome. Draft 11.docx,Branding Drafts\Branding Genome. Draft 11.docx,.docx,1230,"Branding + Management, Automation, Client","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Identity Structure. Draft 6.docx,Branding Drafts\Branding Identity Structure. Draft 6.docx,.docx,1352,"Branding + Management, Sector, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Intelligence System. Draft 12.docx,Branding Drafts\Branding Intelligence System. Draft 12.docx,.docx,1088,"Branding + Sector, Offer, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Measurement / KPI asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Launch Mechanism. Draft 35.docx,Branding Drafts\Branding Launch Mechanism. Draft 35.docx,.docx,652,"Branding + Marketing, Automation, Management","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Logic Framework. Draft 10.docx,Branding Drafts\Branding Logic Framework. Draft 10.docx,.docx,2207,"Branding + Client, Management, Offer","Contributes reusable Branding knowledge, context, or operating doctrine.",Execution workflow; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Management System. Draft 8.docx,Branding Drafts\Branding Management System. Draft 8.docx,.docx,555,"Branding + Automation, Management, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Narrative Engine. Draft 23.docx,Branding Drafts\Branding Narrative Engine. Draft 23.docx,.docx,1438,"Branding + Marketing, Sector, Sales","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding OS Framework. Draft 36.docx,Branding Drafts\Branding OS Framework. Draft 36.docx,.docx,3906,"Automation + Operations, Branding, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Branding Drafts,Branding,Branding Perception System. Draft 22.docx,Branding Drafts\Branding Perception System. Draft 22.docx,.docx,673,"Branding + Sales, Automation, Offer","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Measurement / KPI asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,Medium,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Problems Solutions. Draft 20.docx,Branding Drafts\Branding Problems Solutions. Draft 20.docx,.docx,1351,"Branding + Management, Sector, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Intelligence asset; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding Stratergy Design. Draft 31.docx,Branding Drafts\Branding Stratergy Design. Draft 31.docx,.docx,2396,"Branding + Marketing, Management, Operations","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding System Frameworks. Draft 4.docx,Branding Drafts\Branding System Frameworks. Draft 4.docx,.docx,1368,"Branding + Management, Sector, Client","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Branding System Gaps. Draft 26.docx,Branding Drafts\Branding System Gaps. Draft 26.docx,.docx,714,"Branding + Automation, Management, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,README.md,Branding Drafts\branding-os\README.md,.md,203,"Branding + Automation, Client, Management","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Building Branding Knowledge. Draft 18.docx,Branding Drafts\Building Branding Knowledge. Draft 18.docx,.docx,704,"Branding + Sector, Automation, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Building Pre-Brand Audience. Draft 34.docx,Branding Drafts\Building Pre-Brand Audience. Draft 34.docx,.docx,1300,"Branding + Marketing, Sector, Automation","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Cultural Aglinment in Branding. Draft 24.docx,Branding Drafts\Cultural Aglinment in Branding. Draft 24.docx,.docx,2340,"Branding + Marketing, Management, Automation","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Evolving Dynamic Branding. Draft 21.docx,Branding Drafts\Evolving Dynamic Branding. Draft 21.docx,.docx,1676,"Branding + Marketing, Management, Sector","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Legal Strucure in Branding. Draft 29.docx,Branding Drafts\Legal Strucure in Branding. Draft 29.docx,.docx,1521,"Branding + Legal, Management, Marketing","Creates control rules that protect Branding execution from trust, legal, and operational risk.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Positioning in Branding. Draft 32.docx,Branding Drafts\Positioning in Branding. Draft 32.docx,.docx,1454,"Branding + Sector, Marketing, Management","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Measurement / KPI asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,Medium,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Production in Branding. Draft 30.docx,Branding Drafts\Production in Branding. Draft 30.docx,.docx,631,"Branding + Marketing, Automation, Management","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Psychographics in Branding. Draft 27.docx,Branding Drafts\Psychographics in Branding. Draft 27.docx,.docx,1562,"Branding + Marketing, Management, Automation","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Sector Intelligence in Branding Draft 19.docx,Branding Drafts\Sector Intelligence in Branding Draft 19.docx,.docx,1585,"Branding + Sector, Management, Finance","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,Medium,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Social Media in Branding. Draft 37.docx,Branding Drafts\Social Media in Branding. Draft 37.docx,.docx,815,"Branding + Marketing, Automation, Operations","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Automation / agent runtime; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,System Architecture ENhancement. Draft 40.docx,Branding Drafts\System Architecture ENhancement. Draft 40.docx,.docx,1936,"Automation + Operations, Management, Branding","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Branding Drafts,Branding,Translation Layer in Branding. Draft 7.docx,Branding Drafts\Translation Layer in Branding. Draft 7.docx,.docx,2081,"Branding + Marketing, Management, Automation","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Types of branding. Draft 3.docx,Branding Drafts\Types of branding. Draft 3.docx,.docx,1511,"Branding + Automation, Offer, Client","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Governance / risk control; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
Branding Drafts,Branding,Visual Design in Branding. Draft 5.docx,Branding Drafts\Visual Design in Branding. Draft 5.docx,.docx,2105,"Branding + Management, Automation, Marketing","Contributes reusable Branding knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
